Timestamp,Dewpoint,Thermometer
1578434400.000000,56.00000,68.63158
1578438000.000000,56.00000,66.01228
1578441600.000000,55.16071,63.19286
1578445200.000000,55.00000,62.48364
1578448800.000000,55.00000,61.71636
1578452400.000000,54.38182,59.41273
1578456000.000000,53.16071,58.15179
1578459600.000000,50.37736,57.04906
1578463200.000000,47.05357,55.51786
1578466800.000000,43.41071,54.63750
1578470400.000000,42.00000,52.93273
1578474000.000000,41.66667,51.05789
1578477600.000000,40.72727,50.13455
1578481200.000000,39.94444,49.05926
1578484800.000000,39.44643,47.88214
1578488400.000000,40.85455,50.08000
1578492000.000000,44.32143,55.56071
1578495600.000000,46.38182,59.35818
1578499200.000000,45.07547,60.44717
1578502800.000000,45.45455,60.62364
1578506400.000000,45.24528,60.31698
1578510000.000000,44.52830,59.85094
1578513600.000000,44.42593,59.52222
1578517200.000000,44.39286,58.74821
1578520800.000000,45.00000,57.70000
1578524400.000000,45.45455,56.12909
1578528000.000000,46.09091,55.11273
1578531600.000000,46.71429,55.58750
1578535200.000000,46.50000,53.55000
1578538800.000000,46.75000,52.57857
1578542400.000000,46.44643,51.36071
1578546000.000000,46.26786,50.86071
1578549600.000000,46.00000,50.14815
1578553200.000000,46.60714,50.57857
1578556800.000000,50.38889,55.96111
1578560400.000000,53.12500,59.61071
1578564000.000000,56.62500,64.35714
1578567600.000000,57.42857,64.68393
1578571200.000000,58.00000,65.22182
1578574800.000000,59.14286,67.53750
1578578400.000000,59.35714,69.43214
1578582000.000000,59.78182,71.40727
1578585600.000000,60.09091,72.53636
1578589200.000000,60.66071,72.99821
1578592800.000000,61.05357,74.10714
1578596400.000000,61.26786,73.52500
1578600000.000000,61.42857,73.20714
1578603600.000000,61.26786,72.03750
1578607200.000000,60.91071,70.65893
1578610800.000000,60.12500,69.76071
1578614400.000000,61.17857,69.55000
1578618000.000000,61.17857,69.49107
1578621600.000000,61.34545,69.79818
1578625200.000000,61.67442,70.00233
1578628800.000000,61.38182,70.31455
1578632400.000000,61.94545,70.24909
1578636000.000000,62.64286,70.09286
1578639600.000000,62.83929,69.93393
1578643200.000000,62.12500,70.55000
1578646800.000000,63.08929,69.93036
1578650400.000000,63.00000,70.38148
1578654000.000000,63.80357,69.67321
1578657600.000000,64.05455,68.55273
1578661200.000000,64.57143,71.72321
1578664800.000000,65.98214,74.02500
1578668400.000000,66.26786,75.84464
1578672000.000000,66.23636,77.30000
1578675600.000000,66.41071,77.73929
1578679200.000000,67.20370,77.59444
1578682800.000000,67.71429,76.50714
1578686400.000000,68.46429,75.53929
1578690000.000000,67.89091,71.57636
1578693600.000000,66.50000,71.81607
1578697200.000000,67.00000,71.46071
1578700800.000000,68.07143,71.12679
1578704400.000000,68.43636,70.90364
1578708000.000000,68.00000,70.75357
1578711600.000000,68.05455,70.27455
1578715200.000000,67.71429,69.22500
1578718800.000000,68.00000,69.23636
1578722400.000000,68.00000,68.88182
1578726000.000000,68.00000,68.93091
1578729600.000000,68.91071,69.95893
1578733200.000000,69.78571,71.10893
1578736800.000000,69.98214,71.49643
1578740400.000000,69.74545,71.84727
1578744000.000000,70.00000,72.61786
1578747600.000000,70.94643,73.88036
1578751200.000000,72.01786,75.99286
1578754800.000000,72.00000,78.29444
1578758400.000000,71.92157,78.90588
1578762000.000000,72.12500,78.14107
1578765600.000000,72.05455,79.38727
1578769200.000000,72.47273,80.01455
1578772800.000000,72.87500,80.14643
1578776400.000000,72.70909,79.18364
1578780000.000000,72.10909,77.83636
1578783600.000000,71.87500,76.65000
1578787200.000000,71.00000,75.73519
1578790800.000000,71.00000,74.89821
1578794400.000000,70.07143,74.01071
1578798000.000000,69.92857,72.88571
1578801600.000000,69.00000,71.98214
1578805200.000000,69.14545,71.58182
1578808800.000000,69.35714,71.13214
1578812400.000000,70.21429,71.75893
1578816000.000000,71.00000,72.20000
1578819600.000000,70.43636,71.64182
1578823200.000000,70.00000,71.23393
1578826800.000000,70.42857,71.28036
1578830400.000000,71.07273,71.83273
1578834000.000000,72.49091,73.37091
1578837600.000000,73.60714,75.15893
1578841200.000000,74.01818,78.10182
1578844800.000000,73.88889,80.12963
1578848400.000000,73.76364,77.71091
1578852000.000000,75.16071,80.29286
1578855600.000000,74.73214,80.96071
1578859200.000000,74.67273,79.94545
1578862800.000000,74.20370,79.23148
1578866400.000000,73.49091,77.23273
1578870000.000000,73.00000,75.68727
1578873600.000000,72.42593,74.82037
1578877200.000000,71.92727,73.94727
1578880800.000000,71.07273,73.03818
1578884400.000000,71.00000,72.49818
1578888000.000000,70.54545,71.73273
1578891600.000000,70.80357,71.81964
1578895200.000000,71.00000,72.23455
1578898800.000000,70.98214,71.95714
1578902400.000000,70.76786,71.80000
1578906000.000000,70.01786,71.39107
1578909600.000000,70.00000,71.09107
1578913200.000000,70.00000,71.02545
1578916800.000000,70.00000,70.92321
1578920400.000000,70.30357,71.67143
1578924000.000000,70.67857,74.19464
1578927600.000000,70.14545,76.38909
1578931200.000000,70.00000,78.92727
1578934800.000000,69.37500,79.61250
1578938400.000000,68.83929,79.38214
1578942000.000000,67.30357,79.74821
1578945600.000000,66.37037,78.97963
1578949200.000000,66.90909,77.65818
1578952800.000000,67.00000,75.40556
1578956400.000000,67.01786,73.29821
1578960000.000000,67.78571,72.16607
1578963600.000000,67.96364,71.03273
1578967200.000000,68.01961,70.63333
1578970800.000000,68.08929,70.07857
1578974400.000000,68.00000,69.63750
1578978000.000000,68.01818,69.22909
1578981600.000000,67.87500,68.59464
1578985200.000000,67.00000,67.70000
1578988800.000000,65.51786,66.33036
1578992400.000000,65.62500,66.30893
1578996000.000000,65.28571,65.86429
1578999600.000000,64.87037,65.44259
1579003200.000000,64.16364,64.68545
1579006800.000000,65.60000,66.13818
1579010400.000000,71.78571,72.72857
1579014000.000000,72.80357,77.14286
1579017600.000000,72.69091,79.23636
1579021200.000000,72.23214,80.00000
1579024800.000000,72.57143,77.18036
1579028400.000000,72.57407,77.81111
1579032000.000000,72.74545,79.42909
1579035600.000000,72.58929,78.34821
1579039200.000000,72.05556,76.19444
1579042800.000000,71.73214,74.63214
1579046400.000000,70.98182,73.23455
1579050000.000000,70.61818,72.19818
1579053600.000000,70.42857,71.74643
1579057200.000000,69.87273,70.85636
1579060800.000000,69.00000,70.20556
1579064400.000000,68.80000,69.40909
1579068000.000000,68.05357,68.76607
1579071600.000000,67.70370,68.22778
1579075200.000000,67.76364,68.22727
1579078800.000000,67.76786,68.30714
1579082400.000000,67.85714,68.33036
1579086000.000000,67.76786,68.27500
1579089600.000000,67.17857,68.06964
1579093200.000000,68.08929,69.01607
1579096800.000000,69.60000,72.44182
1579100400.000000,70.49091,75.34182
1579104000.000000,71.07143,79.14107
1579107600.000000,70.67308,82.08846
1579111200.000000,71.35714,79.38036
1579114800.000000,70.66071,77.43214
1579118400.000000,70.17857,77.27143
1579122000.000000,70.34545,76.61273
1579125600.000000,70.29630,75.13889
1579129200.000000,69.66071,74.07321
1579132800.000000,69.58929,73.25893
1579136400.000000,68.89091,72.29273
1579140000.000000,68.64815,71.66667
1579143600.000000,68.00000,70.68929
1579147200.000000,67.78571,70.18750
1579150800.000000,67.19643,69.96071
1579154400.000000,66.92857,69.07679
1579158000.000000,66.37500,68.25179
1579161600.000000,65.91071,67.28036
1579165200.000000,65.08929,66.51964
1579168800.000000,65.00000,66.02143
1579172400.000000,65.00000,66.12679
1579176000.000000,65.07143,66.06429
1579179600.000000,66.09091,66.85818
1579183200.000000,68.51786,70.55357
1579186800.000000,69.03571,74.39107
1579190400.000000,68.70909,77.98909
1579194000.000000,68.61818,79.78727
1579197600.000000,68.43636,80.94000
1579201200.000000,68.32727,81.09636
1579204800.000000,68.20000,81.04182
1579208400.000000,68.05455,80.59636
1579212000.000000,68.46429,78.48750
1579215600.000000,68.00000,76.57679
1579219200.000000,68.00000,75.28727
1579222800.000000,67.59259,73.69815
1579226400.000000,67.00000,72.17636
1579230000.000000,67.03636,71.98182
1579233600.000000,67.14286,72.57500
1579237200.000000,67.32727,72.01091
1579240800.000000,65.80357,71.14464
1579244400.000000,64.92857,71.13393
1579248000.000000,65.00000,70.67455
1579251600.000000,63.66071,70.16607
1579255200.000000,60.82143,70.77143
1579258800.000000,59.67857,70.64821
1579262400.000000,59.94545,70.31273
1579266000.000000,60.19643,70.57500
1579269600.000000,60.46429,71.46250
1579273200.000000,60.21429,71.91071
1579276800.000000,60.03571,71.83036
1579280400.000000,59.94545,71.50182
1579284000.000000,60.00000,71.18929
1579287600.000000,60.10909,70.43091
1579291200.000000,60.00000,69.61250
1579294800.000000,59.66667,69.24074
1579298400.000000,59.32143,69.03929
1579302000.000000,59.62500,69.13929
1579305600.000000,61.79630,68.83704
1579309200.000000,60.28571,68.59107
1579312800.000000,59.58929,68.10357
1579316400.000000,58.58929,67.82321
1579320000.000000,58.07143,67.64464
1579323600.000000,56.64286,67.36429
1579327200.000000,56.12500,67.16071
1579330800.000000,56.10909,66.98364
1579334400.000000,56.60714,67.16964
1579338000.000000,55.92857,66.86250
1579341600.000000,57.91071,67.43393
1579345200.000000,56.98214,67.36071
1579348800.000000,58.79630,67.60185
1579352400.000000,58.87500,69.64464
1579356000.000000,59.03571,71.57679
1579359600.000000,60.41071,73.08393
1579363200.000000,61.36364,73.75273
1579366800.000000,62.00000,73.83818
1579370400.000000,62.39286,73.74643
1579374000.000000,62.40000,73.86727
1579377600.000000,62.25455,74.37636
1579381200.000000,62.09091,73.44182
1579384800.000000,62.00000,72.10893
1579388400.000000,61.89091,70.16545
1579392000.000000,62.00000,68.71636
1579395600.000000,61.55357,68.47321
1579399200.000000,60.98214,67.66071
1579402800.000000,61.00000,66.32679
1579406400.000000,61.00000,65.88727
1579410000.000000,61.00000,65.34182
1579413600.000000,60.96429,64.61964
1579417200.000000,60.87500,63.71250
1579420800.000000,61.00000,63.85741
1579424400.000000,61.14286,64.21607
1579428000.000000,61.27778,64.34259
1579431600.000000,61.05455,64.29818
1579435200.000000,62.00000,64.54000
1579438800.000000,62.42857,65.91250
1579442400.000000,63.48214,68.42679
1579446000.000000,63.96429,70.19286
1579449600.000000,64.62500,73.16607
1579453200.000000,65.27273,75.11636
1579456800.000000,65.26786,75.44643
1579460400.000000,65.98182,76.54727
1579464000.000000,66.05357,76.52857
1579467600.000000,66.01818,75.41818
1579471200.000000,66.57143,74.27500
1579474800.000000,66.89286,73.24286
1579478400.000000,67.00000,72.84643
1579482000.000000,66.12963,70.78333
1579485600.000000,64.23214,67.15536
1579489200.000000,61.91071,64.79821
1579492800.000000,54.03636,61.36909
1579496400.000000,48.25000,58.82143
1579500000.000000,40.33929,56.20536
1579503600.000000,34.05455,52.93818
1579507200.000000,32.67273,50.49273
1579510800.000000,32.16071,48.23036
1579514400.000000,32.05357,46.29821
1579518000.000000,32.00000,44.72500
1579521600.000000,32.00000,43.62143
1579525200.000000,33.40000,44.45818
1579528800.000000,36.82143,47.71964
1579532400.000000,41.17857,51.86250
1579536000.000000,45.16071,55.32857
1579539600.000000,47.35714,56.74464
1579543200.000000,48.76786,57.79464
1579546800.000000,48.98182,57.86364
1579550400.000000,49.00000,57.44464
1579554000.000000,48.00000,55.70893
1579557600.000000,47.27451,54.53333
1579561200.000000,46.16364,52.56364
1579564800.000000,44.47273,51.04182
1579568400.000000,43.07273,49.83273
1579572000.000000,41.92727,48.69455
1579575600.000000,41.35714,47.01786
1579579200.000000,41.00000,45.78393
1579582800.000000,40.00000,44.79273
1579586400.000000,39.00000,43.67818
1579590000.000000,38.07407,42.80926
1579593600.000000,37.41071,41.88571
1579597200.000000,37.00000,41.46364
1579600800.000000,37.03636,41.32182
1579604400.000000,37.00000,41.17091
1579608000.000000,37.00000,41.37679
1579611600.000000,38.78571,43.64286
1579615200.000000,40.85714,48.11429
1579618800.000000,42.01852,51.01667
1579622400.000000,41.19643,51.51607
1579626000.000000,39.21429,50.98036
1579629600.000000,36.83333,50.48519
1579633200.000000,36.08929,48.82500
1579636800.000000,34.25000,47.38750
1579640400.000000,33.10909,46.29636
1579644000.000000,31.80000,45.33636
1579647600.000000,30.75000,44.10357
1579651200.000000,26.57143,42.36964
1579654800.000000,24.33929,41.19107
1579658400.000000,23.42857,40.47500
1579662000.000000,23.85714,39.77500
1579665600.000000,24.92857,38.99821
1579669200.000000,25.00000,38.21455
1579672800.000000,25.00000,38.18214
1579676400.000000,25.61111,38.20741
1579680000.000000,25.91071,37.28214
1579683600.000000,25.87037,36.81852
1579687200.000000,25.46429,36.44643
1579690800.000000,27.41071,37.27679
1579694400.000000,39.76786,45.50893
1579698000.000000,42.26786,47.32500
1579701600.000000,45.87273,50.73636
1579705200.000000,45.66667,50.91296
1579708800.000000,45.37500,49.93929
1579712400.000000,52.05357,54.81964
1579716000.000000,52.96296,55.19444
1579719600.000000,53.17857,55.57500
1579723200.000000,53.80357,55.81250
1579726800.000000,53.71429,55.55714
1579730400.000000,52.94643,54.81071
1579734000.000000,52.57143,54.25357
1579737600.000000,53.17857,54.83571
1579741200.000000,54.00000,55.74464
1579744800.000000,54.82143,56.42500
1579748400.000000,55.44643,57.09286
1579752000.000000,53.20000,54.80000
1579755600.000000,52.00000,53.38571
1579759200.000000,52.00000,53.15185
1579762800.000000,52.00000,53.05789
1579766400.000000,52.00000,53.04444
1579770000.000000,52.80000,53.78000
1579773600.000000,53.98214,54.72500
1579777200.000000,54.56364,55.37273
1579780800.000000,55.24074,56.08704
1579784400.000000,57.33929,58.02857
1579788000.000000,60.10909,60.87636
1579791600.000000,61.83636,63.09091
1579795200.000000,62.68421,66.64386
1579798800.000000,61.24074,68.73148
1579802400.000000,60.21818,67.66909
1579806000.000000,61.01786,67.34821
1579809600.000000,60.28571,68.06071
1579813200.000000,60.00000,65.71429
1579816800.000000,59.05455,63.90182
1579820400.000000,59.66667,63.11296
1579824000.000000,59.16071,62.71429
1579827600.000000,59.00000,62.05091
1579831200.000000,59.00000,61.36071
1579834800.000000,58.32143,60.62143
1579838400.000000,58.69643,60.55179
1579842000.000000,59.12727,61.17636
1579845600.000000,60.00000,61.66786
1579849200.000000,60.73214,62.44286
1579852800.000000,61.00000,62.91455
1579856400.000000,61.00000,62.83889
1579860000.000000,60.72727,62.27273
1579863600.000000,61.16071,62.55536
1579867200.000000,62.17857,63.35893
1579870800.000000,63.05455,64.05091
1579874400.000000,64.26786,66.56250
1579878000.000000,65.44643,70.87500
1579881600.000000,66.00000,72.79464
1579885200.000000,65.85714,74.54286
1579888800.000000,65.35714,75.07857
1579892400.000000,65.42857,75.76429
1579896000.000000,64.71429,76.60179
1579899600.000000,63.98113,75.82830
1579903200.000000,64.03571,72.99286
1579906800.000000,64.00000,68.92364
1579910400.000000,64.01786,68.34821
1579914000.000000,64.01786,68.68393
1579917600.000000,63.00000,67.13929
1579921200.000000,62.69643,65.50536
1579924800.000000,61.92727,64.25455
1579928400.000000,61.58182,63.81091
1579932000.000000,61.01786,63.20357
1579935600.000000,61.16364,62.82727
1579939200.000000,60.20000,61.94909
1579942800.000000,58.00000,60.34000
1579946400.000000,55.52727,58.56545
1579950000.000000,53.78571,56.48036
1579953600.000000,53.00000,54.83455
1579957200.000000,53.23214,55.31429
1579960800.000000,50.69643,58.53393
1579964400.000000,47.00000,61.44464
1579968000.000000,42.85455,63.96000
1579971600.000000,41.43636,65.89636
1579975200.000000,40.10909,66.98364
1579978800.000000,41.25000,67.53929
1579982400.000000,40.57143,67.83929
1579986000.000000,39.03704,67.32037
1579989600.000000,45.40000,63.79273
1579993200.000000,50.51852,59.65185
1579996800.000000,50.23214,58.14464
1580000400.000000,49.23636,55.61818
1580004000.000000,45.40000,55.02182
1580007600.000000,42.07143,54.02500
1580011200.000000,42.85714,52.36071
1580014800.000000,43.85714,51.11071
1580018400.000000,44.00000,49.55714
1580022000.000000,43.89091,48.62182
1580025600.000000,43.44643,48.01429
1580029200.000000,42.87273,47.57818
1580032800.000000,42.00000,47.01071
1580036400.000000,42.00000,46.89818
1580040000.000000,41.33929,46.45714
1580043600.000000,42.19643,48.39821
1580047200.000000,42.37500,53.34286
1580050800.000000,41.91071,57.01786
1580054400.000000,41.81818,59.43455
1580058000.000000,41.52727,61.56000
1580061600.000000,41.66071,63.26607
1580065200.000000,47.17857,61.84643
1580068800.000000,47.82143,61.57857
1580072400.000000,47.08929,61.59464
1580076000.000000,46.55357,60.40893
1580079600.000000,47.55357,58.85000
1580083200.000000,48.19643,58.53393
1580086800.000000,49.08929,58.25714
1580090400.000000,49.08929,57.19821
1580094000.000000,49.67857,56.80357
1580097600.000000,49.67857,57.04286
1580101200.000000,49.80357,56.67321
1580104800.000000,49.19643,56.26429
1580108400.000000,50.21429,56.40179
1580112000.000000,50.75000,55.71250
1580115600.000000,51.16667,54.90741
1580119200.000000,50.80357,54.82143
1580122800.000000,50.09091,55.08182
1580126400.000000,50.03571,55.81607
1580130000.000000,50.18182,56.60182
1580133600.000000,49.22222,58.38704
1580137200.000000,47.12500,61.33929
1580140800.000000,45.94643,65.35714
1580144400.000000,45.32727,67.40364
1580148000.000000,45.96364,68.55273
1580151600.000000,49.80357,67.20714
1580155200.000000,53.57143,64.66429
1580158800.000000,53.30357,63.35179
1580162400.000000,52.26667,62.37667
1580166000.000000,51.51786,62.02143
1580169600.000000,51.50000,62.07321
1580173200.000000,52.00000,62.00545
1580176800.000000,52.18182,62.35636
1580180400.000000,52.72222,61.93519
1580184000.000000,52.33929,61.28214
1580187600.000000,52.00000,60.12857
1580191200.000000,52.58182,58.96545
1580194800.000000,52.10714,57.81250
1580198400.000000,51.69091,56.68364
1580202000.000000,50.65455,54.78727
1580205600.000000,49.41818,53.37818
1580209200.000000,49.00000,52.34000
1580212800.000000,48.46429,51.16607
1580216400.000000,49.55357,52.58750
1580220000.000000,50.78571,56.49821
1580223600.000000,50.03636,58.41636
1580227200.000000,50.53571,59.12321
1580230800.000000,49.45283,59.66792
1580234400.000000,49.18868,60.45849
1580238000.000000,47.65455,60.41818
1580241600.000000,47.16364,59.88909
1580245200.000000,48.58929,58.93929
1580248800.000000,48.98214,58.26429
1580252400.000000,48.25000,57.10893
1580256000.000000,48.92727,56.33273
1580259600.000000,48.25455,54.75636
1580263200.000000,47.50000,54.71429
1580266800.000000,47.00000,55.22321
1580270400.000000,46.89286,55.20357
1580274000.000000,46.09091,53.47455
1580277600.000000,45.69643,52.58393
1580281200.000000,45.21429,51.75000
1580284800.000000,45.00000,50.60536
1580288400.000000,45.00000,49.99455
1580292000.000000,45.50000,50.16786
1580295600.000000,46.01786,50.17679
1580299200.000000,45.76786,49.20714
1580302800.000000,49.32727,53.61091
1580306400.000000,54.71429,61.83214
1580310000.000000,56.25455,65.48545
1580313600.000000,57.00000,66.80926
1580317200.000000,57.33929,66.89821
1580320800.000000,57.60714,66.06250
1580324400.000000,57.92857,66.04464
1580328000.000000,57.48214,65.37857
1580331600.000000,56.76786,63.25179
1580335200.000000,57.01786,62.28750
1580338800.000000,57.83636,61.11273
1580342400.000000,58.07273,60.60364
1580346000.000000,58.00000,59.81250
1580349600.000000,58.00000,59.40182
1580353200.000000,57.92727,59.17091
1580356800.000000,56.92857,58.30357
1580360400.000000,56.00000,57.44182
1580364000.000000,56.00000,57.07679
1580367600.000000,56.77778,57.90000
1580371200.000000,57.69643,58.79821
1580374800.000000,57.00000,58.26727
1580378400.000000,57.48214,58.80357
1580382000.000000,57.46429,58.92500
1580385600.000000,57.32143,59.07857
1580389200.000000,57.73214,59.96071
1580392800.000000,58.52727,61.76545
1580396400.000000,59.71429,63.88750
1580400000.000000,59.85714,65.01964
1580403600.000000,59.39286,64.89286
1580407200.000000,59.14286,64.01250
1580410800.000000,59.00000,63.99286
1580414400.000000,58.01852,62.29259
1580418000.000000,57.85714,60.90357
1580421600.000000,57.46429,60.23214
1580425200.000000,58.00000,60.20000
1580428800.000000,58.41071,60.42500
1580432400.000000,59.00000,60.71091
1580436000.000000,59.69643,61.24821
1580439600.000000,59.01786,61.05000
1580443200.000000,58.98182,60.45091
1580446800.000000,58.05455,59.51273
1580450400.000000,58.00000,59.20714
1580454000.000000,58.00000,59.09091
1580457600.000000,58.00000,59.01964
1580461200.000000,57.50000,58.60357
1580464800.000000,57.00000,58.35357
1580468400.000000,57.47273,58.55091
1580472000.000000,58.78571,59.75893
1580475600.000000,61.58929,62.90357
1580479200.000000,62.57143,64.41250
1580482800.000000,62.01786,64.46071
1580486400.000000,63.00000,66.29286
1580490000.000000,64.96429,68.60893
1580493600.000000,65.98182,70.87455
1580497200.000000,65.41818,73.06909
1580500800.000000,64.76786,73.38393
1580504400.000000,64.17857,72.29643
1580508000.000000,64.12500,70.80000
1580511600.000000,64.00000,68.39818
1580515200.000000,63.83929,67.34107
1580518800.000000,60.27273,63.10364
1580522400.000000,57.66071,59.56429
1580526000.000000,57.00000,58.43393
1580529600.000000,57.00000,58.43455
1580533200.000000,57.73214,58.66429
1580536800.000000,58.00000,58.86429
1580540400.000000,58.00000,58.96071
1580544000.000000,57.80357,58.61964
1580547600.000000,57.00000,57.75893
1580551200.000000,56.63636,57.32000
1580554800.000000,56.00000,56.67679
1580558400.000000,55.42857,56.07321
1580562000.000000,54.30357,55.06071
1580565600.000000,54.00000,54.88909
1580569200.000000,54.00000,54.92000
1580572800.000000,54.00000,55.08214
1580576400.000000,54.98214,55.66429
1580580000.000000,56.18519,56.86111
1580583600.000000,58.07143,58.94286
1580587200.000000,59.03571,60.97500
1580590800.000000,59.14545,62.14000
1580594400.000000,59.00000,62.13529
1580598000.000000,58.30357,61.47321
1580601600.000000,57.10714,60.30357
1580605200.000000,54.91071,58.66607
1580608800.000000,53.44444,57.29259
1580612400.000000,50.71429,55.64107
1580616000.000000,48.98214,54.38571
1580619600.000000,47.27273,53.21273
1580623200.000000,46.67857,51.72857
1580626800.000000,45.89286,50.18750
1580630400.000000,45.09091,48.83818
1580634000.000000,45.16364,48.28182
1580637600.000000,45.00000,47.52727
1580641200.000000,44.16071,46.55000
1580644800.000000,43.98214,45.80714
1580648400.000000,44.05357,47.12321
1580652000.000000,44.00000,50.48214
1580655600.000000,42.81818,54.07455
1580659200.000000,41.71429,56.59286
1580662800.000000,42.10909,58.74727
1580666400.000000,42.76786,60.99643
1580670000.000000,41.56364,62.60909
1580673600.000000,41.07143,63.69821
1580677200.000000,41.00000,63.80926
1580680800.000000,41.01887,63.26604
1580684400.000000,42.30909,60.89455
1580688000.000000,43.53571,58.04286
1580691600.000000,44.00000,55.20179
1580695200.000000,44.82143,54.05893
1580698800.000000,45.00000,52.43750
1580702400.000000,45.00000,51.67636
1580706000.000000,44.64286,49.83929
1580709600.000000,44.53704,48.95370
1580713200.000000,44.26786,48.08036
1580716800.000000,45.62500,49.24464
1580720400.000000,44.72727,47.78545
1580724000.000000,44.73214,47.32500
1580727600.000000,44.30357,46.73929
1580731200.000000,43.92857,45.89107
1580734800.000000,46.55357,48.63393
1580738400.000000,50.16364,55.21818
1580742000.000000,51.75000,61.22500
1580745600.000000,50.19643,65.44464
1580749200.000000,49.64286,68.81250
1580752800.000000,50.80000,71.27818
1580756400.000000,51.60377,69.97925
1580760000.000000,48.52727,69.01818
1580763600.000000,49.42857,67.45893
1580767200.000000,49.23214,65.58036
1580770800.000000,50.30357,62.50357
1580774400.000000,51.07273,60.68909
1580778000.000000,49.66071,59.66964
1580781600.000000,48.12727,58.81455
1580785200.000000,47.94643,57.93393
1580788800.000000,46.57143,57.20357
1580792400.000000,46.79630,56.87963
1580796000.000000,47.51786,55.69643
1580799600.000000,48.32143,55.44643
1580803200.000000,48.94643,55.18214
1580806800.000000,47.96429,52.83393
1580810400.000000,48.00000,51.91964
1580814000.000000,48.58929,51.95000
1580817600.000000,48.73214,51.77679
1580821200.000000,51.00000,53.99273
1580824800.000000,53.67273,59.59091
1580828400.000000,55.82143,66.33750
1580832000.000000,58.73214,68.93750
1580835600.000000,57.42857,72.03750
1580839200.000000,54.03571,74.51607
1580842800.000000,56.11111,75.57222
1580846400.000000,57.78571,73.42500
1580850000.000000,58.73214,69.88750
1580853600.000000,58.94643,68.03214
1580857200.000000,58.94444,66.37407
1580860800.000000,59.00000,65.34364
1580864400.000000,59.00000,64.86071
1580868000.000000,58.98214,64.03750
1580871600.000000,59.21818,63.87091
1580875200.000000,59.23214,63.36964
1580878800.000000,58.98148,62.39074
1580882400.000000,59.12000,62.29800
1580886000.000000,59.12500,62.06607
1580889600.000000,58.65455,60.85273
1580893200.000000,58.82692,60.54423
1580896800.000000,58.74074,60.19259
1580900400.000000,58.08696,59.71522
1580904000.000000,59.07692,60.43462
1580907600.000000,60.43396,61.96604
1580911200.000000,62.27119,66.09831
1580914800.000000,63.91379,70.43793
1580918400.000000,65.19231,74.51731
1580922000.000000,66.01754,77.75439
1580925600.000000,66.92982,79.33333
1580929200.000000,67.05455,79.53455
1580932800.000000,67.00000,79.35625
